Reviewer1;key;title;authors;year;venue;type;url;ee;pages;volume;number;publisher;isbn;doi
N;conf/uai/SalimiB15;Query-Answer Causality in Databases: Abductive Diagnosis and View Updates.;Babak Salimi, Leopoldo E. Bertossi;2015;ACI@UAI;Conference and Workshop Papers;https://dblp.org/rec/conf/uai/SalimiB15;https://ceur-ws.org/Vol-1504/uai2015aci_paper7.pdf;76-85;;;;;
N;conf/upinlbs/BiWLQCX18;A novel adaptive weighted K-nearest neighbor positioning method based on omnidirectional fingerprint database and twice affinity propagation clustering.;Jingxue Bi, Yunjia Wang , Xin Li , Hongxia Qi, Hongji Cao, Shenglei Xu;2018;UPINLBS;Conference and Workshop Papers;https://dblp.org/rec/conf/upinlbs/BiWLQCX18;https://doi.org/10.1109/UPINLBS.2018.8559726;1-Σεπ;;;;;10.1109/UPINLBS.2018.8559726
Y;conf/vem/LawrenceB21;Assessing the Occurrence of Blocking Operations in Database Schema Evolution: A Case Study.;Willie Lawrence, Eiji Adachi Barbosa;2021;VEM;Conference and Workshop Papers;https://dblp.org/rec/conf/vem/LawrenceB21;https://doi.org/10.5753/vem.2021.17209;6-Οκτ;;;;;10.5753/VEM.2021.17209
M;conf/vldb/Gobert20;Schema Evolution in Hybrid Databases Systems.;Maxime Gobert;2020;PhD@VLDB;Conference and Workshop Papers;https://dblp.org/rec/conf/vldb/Gobert20;https://ceur-ws.org/Vol-2652/paper08.pdf;;;;;;
N;conf/vldb/GuoK15;Towards Adaptive Resource Allocation for Database Workloads.;Cong Guo , Martin Karsten;2015;ADMS@VLDB;Conference and Workshop Papers;https://dblp.org/rec/conf/vldb/GuoK15;http://www.adms-conf.org/2015/adms15_guo.pdf;49-60;;;;;
N;conf/vldb/MehtaAIALM23;Towards Adaptive Fault-Tolerant Sharded Databases.;Bhavana Mehta, Neelesh C. A, Prashanth S. Iyer, Mohammad Javad Amiri, Boon Thau Loo, Ryan Marcus;2023;VLDB Workshops;Conference and Workshop Papers;https://dblp.org/rec/conf/vldb/MehtaAIALM23;https://ceur-ws.org/Vol-3462/AIDB6.pdf;;;;;;
N;conf/vldb/OukidNBLBW17;Adaptive Recovery for SCM-Enabled Databases.;Ismail Oukid, Anisoara Nica, Daniel Dos Santos Bossle, Wolfgang Lehner, Peter Bumbulis, Thomas Willhalm;2017;ADMS@VLDB;Conference and Workshop Papers;https://dblp.org/rec/conf/vldb/OukidNBLBW17;http://www.adms-conf.org/2017/camera-ready/adaptive.pdf;42-49;;;;;
N;conf/wcnc/YamashitaYNM16a;Knowledge-based update of primary exclusive region for database-driven spectrum sharing towards 5G.;Shota Yamashita, Koji Yamamoto , Takayuki Nishio, Masahiro Morikura;2016;WCNC;Conference and Workshop Papers;https://dblp.org/rec/conf/wcnc/YamashitaYNM16a;https://doi.org/10.1109/WCNC.2016.7564713;1-Απρ;;;;;10.1109/WCNC.2016.7564713
N;conf/webist/AtliNS11;Navigation along Database Relationships - An Adaptive Framework for Presenting Database Contents as Object Graphs.;Ahmet Atli, Katja Nau, Andreas Schmidt;2011;WEBIST;Conference and Workshop Papers;https://dblp.org/rec/conf/webist/AtliNS11;;372-379;;;;;
Y;conf/www/TanonK18;Property Label Stability in Wikidata: Evolution and Convergence of Schemas in Collaborative Knowledge Bases.;Thomas Pellissier Tanon, Lucie-Aimée Kaffee;2018;WWW;Conference and Workshop Papers;https://dblp.org/rec/conf/www/TanonK18;https://doi.org/10.1145/3184558.3191643;1801-1803;;;;;10.1145/3184558.3191643
N;data/10/Yu22a;ncR2Met (lncR2metasta v2.0): an updated database for experimentally supported ncRNAs during various cancer metastatic events.;"De&apos;en Yu";2022;IEEE DataPort;Data and Artifacts;https://dblp.org/rec/data/10/Yu22a;https://doi.org/10.21227/xbfz-jf06;;;;IEEE DataPort;;10.21227/XBFZ-JF06
N;data/11/Doan24;JSON Schema for the changelog PID.;Triet Doan;2024;GRO.data;Data and Artifacts;https://dblp.org/rec/data/11/Doan24;"https://data.goettingen-research-online.de/dataset.xhtml?persistentId=doi:10.25625/XWKW1R&amp;version=1.0";;;;GRO.data;;"10.25625/XWKW1R&amp;VERSION=1.0"
N;data/11/Doan24a;JSON Schema for the changelog PID.;Triet Doan;2024;GRO.data;Data and Artifacts;https://dblp.org/rec/data/11/Doan24a;"https://data.goettingen-research-online.de/dataset.xhtml?persistentId=doi:10.25625/XWKW1R&amp;version=2.0";;;;GRO.data;;"10.25625/XWKW1R&amp;VERSION=2.0"
N;data/11/Doan24b;JSON Schema for the changelog PID.;Triet Doan;2024;GRO.data;Data and Artifacts;https://dblp.org/rec/data/11/Doan24b;"https://data.goettingen-research-online.de/dataset.xhtml?persistentId=doi:10.25625/XWKW1R&amp;version=3.0";;;;GRO.data;;"10.25625/XWKW1R&amp;VERSION=3.0"
N;data/11/Doan24c;JSON Schema for the changelog PID.;Triet Doan;2024;GRO.data;Data and Artifacts;https://dblp.org/rec/data/11/Doan24c;"https://data.goettingen-research-online.de/dataset.xhtml?persistentId=doi:10.25625/XWKW1R&amp;version=4.0";;;;GRO.data;;"10.25625/XWKW1R&amp;VERSION=4.0"
N;data/11/Doan24d;JSON Schema for the changelog PID.;Triet Doan;2024;GRO.data;Data and Artifacts;https://dblp.org/rec/data/11/Doan24d;"https://data.goettingen-research-online.de/dataset.xhtml?persistentId=doi:10.25625/XWKW1R&amp;version=5.0";;;;GRO.data;;"10.25625/XWKW1R&amp;VERSION=5.0"
N;data/11/Doan24e;JSON Schema for the changelog PID.;Triet Doan;2024;GRO.data;Data and Artifacts;https://dblp.org/rec/data/11/Doan24e;"https://data.goettingen-research-online.de/dataset.xhtml?persistentId=doi:10.25625/XWKW1R&amp;version=6.0";;;;GRO.data;;"10.25625/XWKW1R&amp;VERSION=6.0"
N;data/11/Doan24f;JSON Schema for the changelog PID.;Triet Doan;2024;;Data and Artifacts;https://dblp.org/rec/data/11/Doan24f;https://doi.org/10.25625/xwkw1r;;;;;;10.25625/XWKW1R
N;data/11/KraussTDSSK23;Database for ESA Service Satellite Orbit DecAy (SODA).;Sandro Krauss, Manuela Temmer, Lukas Drescher, Barbara Suesser-Rechberger, Andreas Strasser, Sofia Kroisz;2023;TU Graz Repo;Data and Artifacts;https://dblp.org/rec/data/11/KraussTDSSK23;https://doi.org/10.3217/c53m9-rk057;;;;TU Graz Repo;;10.3217/C53M9-RK057
N;data/11/KraussTDSSK24;Database for ESA Service Satellite Orbit DecAy (SODA) v2.0.;Sandro Krauss, Manuela Temmer, Lukas Drescher, Barbara Suesser-Rechberger, Andreas Strasser, Sofia Kroisz;2024;TU Graz Repo;Data and Artifacts;https://dblp.org/rec/data/11/KraussTDSSK24;https://doi.org/10.3217/cc0fy-mef04;;;;TU Graz Repo;;10.3217/CC0FY-MEF04
N;data/11/KraussTDSSK24a;Database for ESA Service Satellite Orbit DecAy (SODA) v2.0.;Sandro Krauss, Manuela Temmer, Lukas Drescher, Barbara Suesser-Rechberger, Andreas Strasser, Sofia Kroisz;2023;;Data and Artifacts;https://dblp.org/rec/data/11/KraussTDSSK24a;https://doi.org/10.3217/1pwbz-kyj84;;;;;;10.3217/1PWBZ-KYJ84
N;journals/aada/PierretS17;4D Visual Delivery of Big Climate Data: A Fast Web Database Application System.;Julien Pierret, Samuel S. P. Shen;2017;Adv. Data Sci. Adapt. Anal.;Journal Articles;https://dblp.org/rec/journals/aada/PierretS17;https://doi.org/10.1142/S2424922X17500061;1750006:1-1750006:24;9;3;;;10.1142/S2424922X17500061
N;journals/adb/LalleeD13;Multi-modal convergence maps: from body schema and self-representation to mental imagery.;Stéphane Lallée, Peter Ford Dominey;2013;Adapt. Behav.;Journal Articles;https://dblp.org/rec/journals/adb/LalleeD13;https://doi.org/10.1177/1059712313488423;274-285;21;4;;;10.1177/1059712313488423
N;journals/aeog/HazeuBWC11;A Dutch multi-date land use database: Identification of real and methodological changes.;Gerard W. Hazeu, Arnold K. Bregt, Allard J. W. de Wit, Jan G. P. W. Clevers;2011;Int. J. Appl. Earth Obs. Geoinformation;Journal Articles;https://dblp.org/rec/journals/aeog/HazeuBWC11;https://doi.org/10.1016/j.jag.2011.04.004;682-689;13;4;;;10.1016/J.JAG.2011.04.004
N;journals/aeog/TrumpyM17;Geothopica and the interactive analysis and visualization of the updated Italian National Geothermal Database.;Eugenio Trumpy, Adele Manzella;2017;Int. J. Appl. Earth Obs. Geoinformation;Journal Articles;https://dblp.org/rec/journals/aeog/TrumpyM17;https://doi.org/10.1016/j.jag.2016.09.004;28-37;54;;;;10.1016/J.JAG.2016.09.004
N;journals/aeog/WangYLY18;A scale self-adapting segmentation approach and knowledge transfer for automatically updating land use/cover change databases using high spatial resolution images.;Zhihua Wang , Xiaomei Yang, Chen Lu, Fengshuo Yang;2018;Int. J. Appl. Earth Obs. Geoinformation;Journal Articles;https://dblp.org/rec/journals/aeog/WangYLY18;https://doi.org/10.1016/j.jag.2018.03.001;88-98;69;;;;10.1016/J.JAG.2018.03.001
N;journals/biodb/AgrawalPKKSRR19;ccPDB 2.0: an updated version of datasets created and compiled from Protein Data Bank.;Piyush Agrawal, Sumeet Patiyal, Rajesh Kumar, Vinod Kumar , Harinder Singh, Pawan Kumar Raghav, Gajendra P. S. Raghava;2019;Database J. Biol. Databases Curation;Journal Articles;https://dblp.org/rec/journals/biodb/AgrawalPKKSRR19;https://doi.org/10.1093/database/bay142;bay142;2019;;;;10.1093/DATABASE/BAY142
N;journals/biodb/BernasconiCKACP21;EpiSurf: metadata-driven search server for analyzing amino acid changes within epitopes of SARS-CoV-2 and other viral species.;Anna Bernasconi , Luca Cilibrasi, Ruba Al Khalaf, Tommaso Alfonsi, Stefano Ceri, Pietro Pinoli, Arif Canakoglu;2021;Database J. Biol. Databases Curation;Journal Articles;https://dblp.org/rec/journals/biodb/BernasconiCKACP21;https://doi.org/10.1093/database/baab059;;2021;;;;10.1093/DATABASE/BAAB059
N;journals/biodb/ChangCC16;CCProf: exploring conformational change profile of proteins.;Che-Wei Chang, Chai-Wei Chou, Darby Tien-Hao Chang;2016;Database J. Biol. Databases Curation;Journal Articles;https://dblp.org/rec/journals/biodb/ChangCC16;https://doi.org/10.1093/database/baw029;;2016;;;;10.1093/DATABASE/BAW029
N;journals/biodb/ChauhanGTR25;CancerPPD2: an updated repository of anticancer peptides and proteins.;Milind Chauhan, Amisha Gupta, Ritu Tomer, Gajendra P. S. Raghava;2025;Database J. Biol. Databases Curation;Journal Articles;https://dblp.org/rec/journals/biodb/ChauhanGTR25;https://doi.org/10.1093/database/baaf030;;2025;;;;10.1093/DATABASE/BAAF030
N;journals/biodb/ChoiKHKHAJL15;dbHiMo: a web-based epigenomics platform for histone-modifying enzymes.;Jaeyoung Choi, Ki-Tae Kim, Aram Huh, Seomun Kwon, Changyoung Hong, Fred O. Asiegbu, Junhyun Jeon, Yong-Hwan Lee;2015;Database J. Biol. Databases Curation;Journal Articles;https://dblp.org/rec/journals/biodb/ChoiKHKHAJL15;https://doi.org/10.1093/database/bav052;;2015;;;;10.1093/DATABASE/BAV052
N;journals/biodb/DonosoV24;Recognition and normalization of multilingual symptom entities using in-domain-adapted BERT models and classification layers.;Fernando Gallego Donoso, Francisco J. Veredas;2024;Database J. Biol. Databases Curation;Journal Articles;https://dblp.org/rec/journals/biodb/DonosoV24;https://doi.org/10.1093/database/baae087;;2024;;;;10.1093/DATABASE/BAAE087
N;journals/biodb/DottoCSDPCRW18;HTT-DB: new features and updates.;Bruno Reis Dotto, Evelise Leis Carvalho, Alexandre Freitas Silva, Filipe Zimmer Dezordi, Paulo Marcos Pinto , Tulio de Lima Campos, Antônio M. Rezende, Gabriel da Luz Wallau;2018;Database J. Biol. Databases Curation;Journal Articles;https://dblp.org/rec/journals/biodb/DottoCSDPCRW18;https://doi.org/10.1093/database/bax102;bax102;2018;;;;10.1093/DATABASE/BAX102
N;journals/biodb/FoleyKALKVH21;Integration of 1: 1 orthology maps and updated datasets into Echinobase.;Saoirse Foley, Carolyn Ku, Brad Arshinoff, Vaneet Lotay, Kamran Karimi, Peter D. Vize, Veronica F. Hinman;2021;Database J. Biol. Databases Curation;Journal Articles;https://dblp.org/rec/journals/biodb/FoleyKALKVH21;https://doi.org/10.1093/database/baab030;;2021;;;;10.1093/DATABASE/BAAB030
N;journals/biodb/FranzS18;To increase trust, change the social design behind aggregated biodiversity data.;Nico M. Franz, Beckett W. Sterner;2018;Database J. Biol. Databases Curation;Journal Articles;https://dblp.org/rec/journals/biodb/FranzS18;https://doi.org/10.1093/database/bax100;bax100;2018;;;;10.1093/DATABASE/BAX100
N;journals/biodb/HegdeVGCGHKKMOMM25;A change language for ontologies and knowledge graphs.;Harshad Hegde, Jennifer Vendetti, Damien Goutte-Gattat, J. Harry Caufield, John B. Graybeal, Nomi L. Harris, Naouel Karam, Christian Kindermann, Nicolas Matentzoglu, James A. Overton, Mark A. Musen, Christopher J. Mungall;2025;Database J. Biol. Databases Curation;Journal Articles;https://dblp.org/rec/journals/biodb/HegdeVGCGHKKMOMM25;https://doi.org/10.1093/database/baae133;;2025;;;;10.1093/DATABASE/BAAE133
N;journals/biodb/HinskeSOOKG17;MiRIAD update: using alternative polyadenylation, protein interaction network analysis and additional species to enhance exploration of the role of intragenic miRNAs and their host genes.;Christian Hinske, Felipe R. C. dos Santos, Daniel T. Ohara, Lucila Ohno-Machado, Simone Kreth, Pedro A. F. Galante;2017;Database J. Biol. Databases Curation;Journal Articles;https://dblp.org/rec/journals/biodb/HinskeSOOKG17;https://doi.org/10.1093/database/bax053;bax053;2017;;;;10.1093/DATABASE/BAX053
N;journals/biodb/HollidayBMPB20;A strategy for large-scale comparison of evolutionary- and reaction-based classifications of enzyme function.;Gemma L. Holliday, Shoshana D. Brown, David Mischel, Benjamin J. Polacco, Patricia C. Babbitt;2020;Database J. Biol. Databases Curation;Journal Articles;https://dblp.org/rec/journals/biodb/HollidayBMPB20;https://doi.org/10.1093/database/baaa034;;2020;;;;10.1093/DATABASE/BAAA034
N;journals/biodb/HuangWCLSHTLHLC14;RegPhos 2.0: an updated resource to explore protein kinase-substrate phosphorylation networks in mammals.;Kai-Yao Huang, Hsin-Yi Wu, Yi-Ju Chen, Cheng-Tsung Lu, Min-Gang Su, Yun-Chung Hsieh, Chih-Ming Tsai, Kuo-I Lin, Hsien-Da Huang, Tzong-Yi Lee, Yu-Ju Chen;2014;Database J. Biol. Databases Curation;Journal Articles;https://dblp.org/rec/journals/biodb/HuangWCLSHTLHLC14;https://doi.org/10.1093/database/bau034;;2014;;;;10.1093/DATABASE/BAU034
N;journals/biodb/JosephSUS14;3PFDB+: improved search protocol and update for the identification of representatives of protein sequence domain families.;Agnel Praveen Joseph, Prashant Shingate, Atul Kumar Upadhyay, Ramanathan Sowdhamini;2014;Database J. Biol. Databases Curation;Journal Articles;https://dblp.org/rec/journals/biodb/JosephSUS14;https://doi.org/10.1093/database/bau026;;2014;;;;10.1093/DATABASE/BAU026
N;journals/biodb/Kasprzyk11;BioMart: driving a paradigm change in biological data management.;Arek Kasprzyk;2011;Database J. Biol. Databases Curation;Journal Articles;https://dblp.org/rec/journals/biodb/Kasprzyk11;https://doi.org/10.1093/database/bar049;;2011;;;;10.1093/DATABASE/BAR049
N;journals/biodb/KhomtchoukNVPG20;HeartBioPortal2.0: new developments and updates for genetic ancestry and cardiometabolic quantitative traits in diverse human populations.;Bohdan B. Khomtchouk, Christopher S. Nelson, Kasra A. Vand, Salvator Palmisano, Robert L. Grossman;2020;Database J. Biol. Databases Curation;Journal Articles;https://dblp.org/rec/journals/biodb/KhomtchoukNVPG20;https://doi.org/10.1093/database/baaa115;;2020;;;;10.1093/DATABASE/BAAA115
N;journals/biodb/KimCLLLC14;dbCRY: a Web-based comparative and evolutionary genomics platform for blue-light receptors.;Yongmin Kim, Jaeyoung Choi, Hyeyoung Lee, Gir-Won Lee, Yong-Hwan Lee, Doil Choi;2014;Database J. Biol. Databases Curation;Journal Articles;https://dblp.org/rec/journals/biodb/KimCLLLC14;https://doi.org/10.1093/database/bau037;;2014;;;;10.1093/DATABASE/BAU037
N;journals/biodb/LiCJPHLL21;UbiNet 2.0: a verified, classified, annotated and updated database of E3 ubiquitin ligase-substrate interactions.;Zhongyan Li, Siyu Chen, Jhih-Hua Jhong, Yuxuan Pang, Kai-Yao Huang, Shangfu Li, Tzong-Yi Lee;2021;Database J. Biol. Databases Curation;Journal Articles;https://dblp.org/rec/journals/biodb/LiCJPHLL21;https://doi.org/10.1093/database/baab010;;2021;;;;10.1093/DATABASE/BAAB010
N;journals/biodb/LiJLYSHLYGMYLLZLLX14;SysPTM 2.0: an updated systematic resource for post-translational modification.;Jing Li, Jia Jia , Hong Li , Jian Yu, Han Sun, Ying He, Daqing Lv, Xiaojuan Yang, Michael O. Glocker, Liang-Xiao Ma, Jiabei Yang, Ling Li, Wei Li, Guoqing Zhang , Qian Liu , Yixue Li, Lu Xie;2014;Database J. Biol. Databases Curation;Journal Articles;https://dblp.org/rec/journals/biodb/LiJLYSHLYGMYLLZLLX14;https://doi.org/10.1093/database/bau025;;2014;;;;10.1093/DATABASE/BAU025
N;journals/biodb/LiuWLWZYWZRG20;CEG 2.0: an updated database of clusters of essential genes including eukaryotic organisms.;Shuo Liu, Shu-Xuan Wang, Wei Liu, Chen Wang, Fa-Zhan Zhang, Yuan-Nong Ye, Candy-S. Wu, Wen-Xin Zheng, Nini Rao, Feng-Biao Guo;2020;Database J. Biol. Databases Curation;Journal Articles;https://dblp.org/rec/journals/biodb/LiuWLWZYWZRG20;https://doi.org/10.1093/database/baaa112;;2020;;;;10.1093/DATABASE/BAAA112
N;journals/biodb/LiuYZZ19;An effective biomedical data migration tool from resource description framework to JSON.;Jian Liu , Mo Yang, Lei Zhang, Weijun Zhou;2019;Database J. Biol. Databases Curation;Journal Articles;https://dblp.org/rec/journals/biodb/LiuYZZ19;https://doi.org/10.1093/database/baz088;baz088;2019;;;;10.1093/DATABASE/BAZ088
N;journals/biodb/LomonacoMMAEBT14;UCbase 2.0: ultraconserved sequences database (2014 update).;Vincenzo Lomonaco, Riccardo Martoglia, Federica Mandreoli, Laura Anderlucci, Warren Emmett, Silvio Bicciato, Cristian Taccioli;2014;Database J. Biol. Databases Curation;Journal Articles;https://dblp.org/rec/journals/biodb/LomonacoMMAEBT14;https://doi.org/10.1093/database/bau062;;2014;;;;10.1093/DATABASE/BAU062
N;journals/biodb/MalardWBDS21;Automatization and self-maintenance of the O-GlcNAcome catalog: a smart scientific database.;Florian Malard, Eugenia Wulff-Fuentes, Rex R. Berendt, Guillaume Didier , Stéphanie Olivier-Van Stichelen;2021;Database J. Biol. Databases Curation;Journal Articles;https://dblp.org/rec/journals/biodb/MalardWBDS21;https://doi.org/10.1093/database/baab039;;2021;;;;10.1093/DATABASE/BAAB039
N;journals/biodb/NickchiJK15;PEIMAN 1.0: Post-translational modification Enrichment, Integration and Matching ANalysis.;Payman Nickchi, Mohieddin Jafari, Shiva Kalantari;2015;Database J. Biol. Databases Curation;Journal Articles;https://dblp.org/rec/journals/biodb/NickchiJK15;https://doi.org/10.1093/database/bav037;;2015;;;;10.1093/DATABASE/BAV037
N;journals/biodb/NieFSWTC20;RNAWRE: a resource of writers, readers and erasers of RNA modifications.;Fulei Nie, Pengmian Feng, Xiaoming Song, Meng Wu, Qiang Tang , Wei Chen;2020;Database J. Biol. Databases Curation;Journal Articles;https://dblp.org/rec/journals/biodb/NieFSWTC20;https://doi.org/10.1093/database/baaa049;;2020;;;;10.1093/DATABASE/BAAA049
N;journals/biodb/NowackaBJJBD19;RRMdb - an evolutionary-oriented database of RNA recognition motif sequences.;Martyna Nowacka, Pietro Boccaletto, Elzbieta Jankowska, Tomasz Jarzynka, Janusz M. Bujnicki, Stanislaw Dunin-Horkawicz;2019;Database J. Biol. Databases Curation;Journal Articles;https://dblp.org/rec/journals/biodb/NowackaBJJBD19;https://doi.org/10.1093/database/bay148;bay148;2019;;;;10.1093/DATABASE/BAY148
N;journals/biodb/PeerLABRGVZOMV14;miRBase Tracker: keeping track of microRNA annotation changes.;Gert Van Peer, Steve Lefever, Jasper Anckaert, Anneleen Beckers, Ali Rihani, Alan Van Goethem, Pieter-Jan Volders, Fjoralba Zeka, Maté Ongenaert, Pieter Mestdagh, Jo Vandesompele;2014;Database J. Biol. Databases Curation;Journal Articles;https://dblp.org/rec/journals/biodb/PeerLABRGVZOMV14;https://doi.org/10.1093/database/bau080;;2014;;;;10.1093/DATABASE/BAU080
