Reviewer2;EID;Authors;AuthorFullNames;AuthorIDs;Title;Year;SourceTitle;Volume;Issue;ArtNo;PageStart;PageEnd;citedBy;doi_lowercase;DOI;Link;DocumentTypeSCOPUS;PublicationStage;OpenAccess;SourceSCOPUS
N;2-s2.0-105013591493;Akiona A.K., Zgliczynski B.J., Agarwal M.M., French B.J., Holloway N.H., Lubarsky K.A., Shirley M.E., Sullivan C.J., Sandin S.A.;Akiona, Anela K. (57041363900) | Zgliczynski, Brian J. (28168111000) | Agarwal, Marisa M. (60052327000) | French, Beverly J. (55836523400) | Holloway, Nathaniel Hanna (57222089704) | Lubarsky, Katie A. (39061929700) | Shirley, McClaran E. (60053145900) | Sullivan, Christopher J. (57188559140) | Sandin, Stuart A. (6602623660);57041363900 | 28168111000 | 60052327000 | 55836523400 | 57222089704 | 39061929700 | 60053145900 | 57188559140 | 6602623660;A database of life history parameters for Pacific coral reef fish;2025;Scientific Data;12;1;1425;;;;10.1038/s41597-025-05788-x;10.1038/s41597-025-05788-x;https://www.scopus.com/pages/publications/105013591493?origin=resultslist;Data paper;Final;All Open Access | Gold Open Access | Green Open Access;Scopus
N;2-s2.0-105013911438;Brahmia Z., Grandi F., Oliboni B., Bouaziz R.;Brahmia, Zouhaier (24775104500) | Grandi, Fabio (7004017968) | Oliboni, Barbara (6507489888) | Bouaziz, Rafik (15076509300);24775104500 | 7004017968 | 6507489888 | 15076509300;Schema Evolution;2014;Encyclopedia of Information Science and Technology, Third Edition: Volume 1-10;10;;;7641;7650;;10.4018/978-1-4666-5888-2.ch753;10.4018/978-1-4666-5888-2.ch753;https://www.scopus.com/pages/publications/105013911438?origin=resultslist;Book chapter;Final;;Scopus
N;2-s2.0-105015223534;Castillo-Estrada C.M., Cancino-Villatoro K., Alvarez-Oval L.A., Muñoz M., de la Cruz Vazquez A.;Castillo-Estrada, Christian Mauricio (59214283900) | Cancino-Villatoro, Karina (59214194500) | Alvarez-Oval, Luis Antonio (60086977600) | MuÃ±oz, Mirna (53866986800) | de la Cruz Vazquez, Aron (60086281500);59214283900 | 59214194500 | 60086977600 | 53866986800 | 60086281500;Decomposition Methodologies of Relational Databases for Migration from Systems Monolithic to Microservices: A Systematic Literature Mapping;2025;Studies in Computational Intelligence;1209;;;183;205;;10.1007/978-3-031-90310-6_13;10.1007/978-3-031-90310-6_13;https://www.scopus.com/pages/publications/105015223534?origin=resultslist;Book chapter;Final;;Scopus
N;2-s2.0-105015604097;Yang W., Chookhampaeng C., Chano J.;Yang, WeiZhi (58866839900) | Chookhampaeng, Chowwalit (36674560300) | Chano, Jiraporn (54585017800);58866839900 | 36674560300 | 54585017800;AI-Enhanced Paragraph Retrieval in Academic Databases: Empirical Evaluation of Stability, Robustness, and Adaptive Optimization for Smart Learning Environments;2025;Proceedings - 2025 International Symposium on Educational Technology, ISET 2025;;;;6;11;;10.1109/iset65607.2025.00011;10.1109/ISET65607.2025.00011;https://www.scopus.com/pages/publications/105015604097?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-105015949871;Neumann F., Schlenger M., Sahoo D., Pipkorn B., Peldschus S.;Neumann, Fenna (58670022100) | Schlenger, Manfred (60098578700) | Sahoo, Debasis (59821366200) | Pipkorn, Bengt (6506342260) | Peldschus, Steffen (8521799500);58670022100 | 60098578700 | 59821366200 | 6506342260 | 8521799500;Changes in Intervertebral Angles and Disc Heights in Lumbar Spine from Upright to Reclined Seating: A Reference Database for Human Body Model Positioning;2025;Conference proceedings International Research Council on the Biomechanics of Injury, IRCOBI;;;;;;;;;https://www.scopus.com/pages/publications/105015949871?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-105015951289;Wu X., Li J., Zhang H., Li G., Zhang L., Wang G., Liu Y.;Wu, Xiaofan (58676299500) | Li, Jiapeng (60099116000) | Zhang, Huida (59394708800) | Li, Guibing (55794620200) | Zhang, Linwei (60099116100) | Wang, Guojie (59394586100) | Liu, Yu (57214947275);58676299500 | 60099116000 | 59394708800 | 55794620200 | 60099116100 | 59394586100 | 57214947275;Modification of Rib Cross-sectional Properties of the Chinese Human Body Model according to the Chinese Skeletal Database;2025;Conference proceedings International Research Council on the Biomechanics of Injury, IRCOBI;;;;;;;;;https://www.scopus.com/pages/publications/105015951289?origin=resultslist;Conference paper;Final;;Scopus
Y;2-s2.0-105018462172;Hazarika A.V., Banerjee M.;Hazarika, Akaash Vishal (59734127800) | Banerjee, Monojit (59761707200);59734127800 | 59761707200;Zero-Downtime Schema Evolution in Distributed Databases: A Theoretical Framework;2025;2025 IEEE International Conference on Computer, Electronics, Electrical Engineering and their Applications, IC2E3 2025;;;;;;;10.1109/ic2e365635.2025.11167401;10.1109/IC2E365635.2025.11167401;https://www.scopus.com/pages/publications/105018462172?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-105018586016;Robinson O.J., Saur G., Al-Douri A., Hartmann K., Groth K.M., Buttner W., Ruiz A.;Robinson, Olivia J. (60138576900) | Saur, Genevieve (55694240300) | Al-Douri, Ahmad (55903839200) | Hartmann, Kevin (36100092200) | Groth, Katrina M. (27267739400) | Buttner, William (7005332956) | Ruiz, Antonio (60138577000);60138576900 | 55694240300 | 55903839200 | 36100092200 | 27267739400 | 7005332956 | 60138577000;Facilitating Data Collection of Maintenance Events to Populate the Hydrogen Component Reliability Database (HyCReD);2025;Proceedings of ASME 2025 19th International Conference on Energy Sustainability, ES 2025;;;v001t12a008;;;;10.1115/es2025-158939;10.1115/ES2025-158939;https://www.scopus.com/pages/publications/105018586016?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-105019292086;Liu Y., Du S., Tang P., Tang Z., Chen W., Li S.;Liu, Yunhua (57215539923) | Du, Shaohui (59378274400) | Tang, Pengfei (59729862700) | Tang, Zihao (59730488900) | Chen, Wenqin (59536979200) | Li, Shijie (58080408400);57215539923 | 59378274400 | 59729862700 | 59730488900 | 59536979200 | 58080408400;Research on Adaptive Authentication Method for Access Permissions of Embedded Encryption Database System;2025;2025 7th International Conference on Next Generation Data-Driven Networks, NGDN 2025;;;;282;288;;10.1109/ngdn66208.2025.11182091;10.1109/NGDN66208.2025.11182091;https://www.scopus.com/pages/publications/105019292086?origin=resultslist;Conference paper;Final;;Scopus
Y;2-s2.0-105019562785;Shan Z., Yang K., Zhao J., Wang Y., Xu Y.;Shan, Zhongyuan (57189896703) | Yang, Kai (57192314141) | Zhao, Junfeng (36618431600) | Wang, Yasha (8729530100) | Xu, Yongxin (58606695400);57189896703 | 57192314141 | 36618431600 | 8729530100 | 58606695400;"Ontology-Schema Mapping Based Incremental Entity Model Construction and Evolution Approach of Knowledge Graph; [一种增量式本体模型与数据模式映射的图谱实例模型构建演化方法]";2023;Computer Science;50;1;;18;24;;10.11896/jsjkx.220500205;10.11896/jsjkx.220500205;https://www.scopus.com/pages/publications/105019562785?origin=resultslist;Article;Final;;Scopus
Y;2-s2.0-105020009415;Pérez-Castillo Y.-J., Orantes-Jiménez S.-D., Aguirre-Anaya E., Aguilar-Jáuregui M.-E.;PÃ©rez-Castillo, Yadira-JazmÃ­n (57220034999) | Orantes-JimÃ©nez, Sandra-Dinora (35185441100) | Aguirre-Anaya, Eleazar (57189238867) | Aguilar-JÃ¡uregui, MarÃ­a-Elena (56001033700);57220034999 | 35185441100 | 57189238867 | 56001033700;Key aspects for a secure migration of Databases to the Cloud: Challenges and Solutions;2025;Proceedings of the International Multi-Conference on Society, Cybernetics and Informatics, IMSCI;;;;12;15;;10.54808/imsci2025.01.12;10.54808/IMSCI2025.01.12;https://www.scopus.com/pages/publications/105020009415?origin=resultslist;Conference paper;Final;All Open Access | Green Open Access;Scopus
N;2-s2.0-105020246797;Chéron-Bessou C., Beillouin D., Thoumazeau A., Chapuis-Lardy L., Chevallier T., Demenois J., Nelson P.N.;ChÃ©ron-Bessou, CÃ©cile (36157826400) | Beillouin, Damien (57203015262) | Thoumazeau, Alexis (57196078606) | Chapuis-Lardy, Lydie (15764676600) | Chevallier, Tiphaine (6603848897) | Demenois, Julien (57195229733) | Nelson, Paul N. (55085284800);36157826400 | 57203015262 | 57196078606 | 15764676600 | 6603848897 | 57195229733 | 55085284800;A global database on land use and management change effects on soil KMnO4-oxidisable organic carbon (POXC);2025;Scientific Data;12;1;1697;;;;10.1038/s41597-025-05976-9;10.1038/s41597-025-05976-9;https://www.scopus.com/pages/publications/105020246797?origin=resultslist;Article;Final;All Open Access | Gold Open Access | Green Open Access;Scopus
N;2-s2.0-105020280473;Wang Y., Zhao J., Guo Y., Zhou H., Zhou W., Zhang W., Feng J.;Wang, Yunu (60163174600) | Zhao, Jianming (60163427800) | Guo, Yifeng (59124833400) | Zhou, Huanhuan (60163174700) | Zhou, Wuai (57222589025) | Zhang, Wanzhe (59124972900) | Feng, Jianhua (7403884576);60163174600 | 60163427800 | 59124833400 | 60163174700 | 57222589025 | 59124972900 | 7403884576;"Automation and Security Strategies and Empirical Research on Operation and Maintenance of Digital Government Database; [数字政府数据库运维的自动化与安全策略及实证研究]";2025;Computer Science;52;6:00 π.μ.;240500045;;;;10.11896/jsjkx.240500045;10.11896/jsjkx.240500045;https://www.scopus.com/pages/publications/105020280473?origin=resultslist;Article;Final;;Scopus
N;2-s2.0-105022017510;Zheng Y., Yao J.;Zheng, Yuan (60195898000) | Yao, Jiaqing (60195808700);60195898000 | 60195808700;Adaptive Auto-Scaling of Distributed Databases on Cloud Platforms via Reinforcement Learning-based Resource Optimization;2025;Proceedings of International Conference on Modern Sustainable Systems, CMSS 2025;;;;971;977;;10.1109/cmss66566.2025.11182451;10.1109/CMSS66566.2025.11182451;https://www.scopus.com/pages/publications/105022017510?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-105022259089;Dharmajee Rao D.T.V., Vidyadhari C., Barathy R., Afzal M., Sargari S., Anakath A.S.;Dharmajee Rao, D.T.V. (57203042393) | Vidyadhari, Ch. (57208145820) | Barathy, R. (57216789618) | Afzal, Md (59243692600) | Sargari, Shilpa (59595885100) | Anakath, A.S. (57195713425);57203042393 | 57208145820 | 57216789618 | 59243692600 | 59595885100 | 57195713425;Neuro-Symbolic AI-Driven Data Warehouses: Self-Learning Architectures for Dynamic Schema Evolution and Adaptive Query Optimization;2025;2025 International Conference on Metaverse and Current Trends in Computing, ICMCTC 2025;;;;;;;10.1109/icmctc62214.2025.11196455;10.1109/ICMCTC62214.2025.11196455;https://www.scopus.com/pages/publications/105022259089?origin=resultslist;Conference paper;Final;;Scopus
Y;2-s2.0-105022936825;Malyi R., Serdyuk P.;Malyi, Roman (59389436500) | Serdyuk, Pavlo (24480109100);59389436500 | 24480109100;DEVELOPMENT OF A RULE-BASED LLM PROMPTING METHOD FOR HIGH-ACCURACY EVENT-SCHEMA EVOLUTION;2025;Technology Audit and Production Reserves;5;2;;13;19;;10.15587/2706-5448.2025.342365;10.15587/2706-5448.2025.342365;https://www.scopus.com/pages/publications/105022936825?origin=resultslist;Article;Final;All Open Access | Gold Open Access;Scopus
N;2-s2.0-105023959916;Zhang Z., Wang X., Zhou J., Meng J., Song B., Liang Y., Cai Y., Ma J.;Zhang, Ziyan (60225803400) | Wang, Xuan (57420851700) | Zhou, Jingxian (57947791200) | Meng, Jia (55316384200) | Song, Bowen (57209511081) | Liang, Yuxin (60165223300) | Cai, Yuheng (60225963300) | Ma, Jiongming (57221543668);60225803400 | 57420851700 | 57947791200 | 55316384200 | 57209511081 | 60165223300 | 60225963300 | 57221543668;StructRMDB: A database of RNA modification sites that affect RNA secondary structure;2025;Computational and Structural Biotechnology Journal;27;;;5493;5502;;10.1016/j.csbj.2025.11.058;10.1016/j.csbj.2025.11.058;https://www.scopus.com/pages/publications/105023959916?origin=resultslist;Article;Final;All Open Access | Gold Open Access | Green Open Access;Scopus
N;2-s2.0-105024385695;Gómez-García A., Lavecchia M.J., Olmedo D.A., Solís P.N., Medina-Franco J.L.;GÃ³mez-GarcÃ­a, Alejandro (57203352896) | Lavecchia, Martin J. (36622589800) | Olmedo, Dionisio A. (8570014600) | SolÃ­s, Pablo N. (57192121167) | Medina-Franco, JosÃ© L. (57119398400);57203352896 | 36622589800 | 8570014600 | 57192121167 | 57119398400;Update and ADMET Profile of the Latin American Natural Product Database: LANaPDB;2025;Molecular Informatics;44;11-Δεκ;e70013;;;;10.1002/minf.70013;10.1002/minf.70013;https://www.scopus.com/pages/publications/105024385695?origin=resultslist;Article;Final;All Open Access | Green Open Access | Hybrid Gold Open Access;Scopus
N;2-s2.0-105024705494;Singh P.K., Karbalaeimahdi M., Stan R.C.;Singh, Puneet K. (58010485100) | Karbalaeimahdi, Mohammad (60057136900) | Stan, Razvan C. (36106352100);58010485100 | 60057136900 | 36106352100;ThermoPCD 2.0: an updated database of molecular dynamics trajectories of antibody-antigen complexes relevant for infectious diseases and allergies at physiologic and fever-range temperatures;2025;Journal of Big Data;12;1;272;;;;10.1186/s40537-025-01335-y;10.1186/s40537-025-01335-y;https://www.scopus.com/pages/publications/105024705494?origin=resultslist;Article;Final;All Open Access | Gold Open Access | Green Open Access;Scopus
N;2-s2.0-105025073557;Neelavathy Pari S., Sudharson K.;Neelavathy Pari, S. (36499921000) | Sudharson, K. (57220280212);36499921000 | 57220280212;Context-aware Knowledge Base Engineering for Anomaly Detection and Predictive Maintenance in Graph Databases;2025;Cognitive Fairness-Aware Techniques for Humanâ€“Machine Interface;;;;139;166;;10.1201/9781003483144-7;10.1201/9781003483144-7;https://www.scopus.com/pages/publications/105025073557?origin=resultslist;Book chapter;Final;;Scopus
N;2-s2.0-105025357698;Garbellotto A., Allen A., Byrne S., Stavropoulos V., Kannis-Dymand L.;Garbellotto, Amy (60248650700) | Allen, Andrew (57193362284) | Byrne, Samuel (57221949458) | Stavropoulos, Vasileios (57208989882) | Kannis-Dymand, Lee (55178541900);60248650700 | 57193362284 | 57221949458 | 57208989882 | 55178541900;The Relationships between Internet Gaming Disorder Symptoms, Early Adaptive Schemas and Player Experience;2025;Journal of Technology in Behavioral Science;;;;;;;10.1007/s41347-025-00585-0;10.1007/s41347-025-00585-0;https://www.scopus.com/pages/publications/105025357698?origin=resultslist;Article;Article in press;;Scopus
N;2-s2.0-105026211770;Chamberlin S., Graham J., Jeng S., Swarts J., Ferris M., Heise M., Baric R.S., McWeeney S., Lund J., Mooney M.;Chamberlin, Steven (57209820920) | Graham, Jessica (36874227300) | Jeng, Sophia (8425019300) | Swarts, Jessica (56719316200) | Ferris, Martin (16642383800) | Heise, Mark (7007179211) | Baric, Ralph S. (7004350435) | McWeeney, Shannon (6603500126) | Lund, Jennifer (24401137500) | Mooney, Michael (35071623900);57209820920 | 36874227300 | 8425019300 | 56719316200 | 16642383800 | 7007179211 | 7004350435 | 6603500126 | 24401137500 | 35071623900;Adaptive immune response to West Nile virus infection in the Collaborative Cross mouse model: A database of cellular phenotypes and Quantitative Trait Loci;2025;Scientific Data;12;1;2029;;;;10.1038/s41597-025-06293-x;10.1038/s41597-025-06293-x;https://www.scopus.com/pages/publications/105026211770?origin=resultslist;Article;Final;All Open Access | Gold Open Access | Green Open Access;Scopus
Y;2-s2.0-105026657119;Toufik F., Aouragh A.A., Khalil A.;Toufik, Fouad (57189489609) | Aouragh, Abd Allah (58064806000) | Khalil, Abdelhak (57221763785);57189489609 | 58064806000 | 57221763785;AI-Assisted Schema Translation and Verified Migration: From Object-Relational Models to NoSQL Document-Oriented Stores;2025;International Journal of Advanced Computer Science and Applications;16;11;;;;;10.14569/ijacsa.2025.0161194;10.14569/IJACSA.2025.0161194;https://www.scopus.com/pages/publications/105026657119?origin=resultslist;Article;Final;All Open Access | Gold Open Access;Scopus
N;2-s2.0-105029463932;Nam Y., Yoon S., Lee S., Shin B., Chi S.;Nam, Yeonwoo (60373158900) | Yoon, Sihoo (58042911900) | Lee, Sugyeom (60373455200) | Shin, Byounggil (60373159000) | Chi, Seokho (15073984400);60373158900 | 58042911900 | 60373455200 | 60373159000 | 15073984400;DATABASE DEVELOPMENT AND REPAIR COST PREDICTION BASED ON INFRASTRUCTURE MAINTENANCE RECORDS;2025;Proceedings of the European Conference on Computing in Construction;;;;;;;10.35490/ec3.2025.253;10.35490/EC3.2025.253;https://www.scopus.com/pages/publications/105029463932?origin=resultslist;Conference paper;Final;All Open Access | Bronze Open Access;Scopus
N;2-s2.0-105029728979;Staron T., Kvet M.;Staron, Tomas (60378515300) | Kvet, Michal (57220698445);60378515300 | 57220698445;Database Analytics and Performance on Dataset of Global Temperature Changes (1970 - 2021);2025;Conference of Open Innovation Association, FRUCT;;;;284;290;;10.23919/fruct67853.2025.11239276;10.23919/FRUCT67853.2025.11239276;https://www.scopus.com/pages/publications/105029728979?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-105029843578;Deepak, Sheoran S.;Deepak (58998987300) | Sheoran, Savita (57219570946);58998987300 | 57219570946;Hybrid Evolutionary Bayesian Optimization for Cloud Database Knob Tuning;2025;2025 12th International Conference on Reliability, Infocom Technologies and Optimization ,Trends and Future Directions, ICRITO 2025;;;;;;;10.1109/icrito66076.2025.11241285;10.1109/ICRITO66076.2025.11241285;https://www.scopus.com/pages/publications/105029843578?origin=resultslist;Conference paper;Final;;Scopus
